Open,High,Low,Close,Adj Close,Volume
188.27999877929688,189.97999572753906,187.61000061035156,189.6999969482422,188.73423767089844,45280000
188.39999389648438,188.85000610351562,181.47000122070312,182.91000366210938,181.9788055419922,81755800
175.17999267578125,178.2100067138672,173.5399932861328,177.55999755859375,176.65603637695312,112488800
178.35000610351562,180.24000549316406,177.7899932861328,178.17999267578125,177.2728729248047,65551300
180.07000732421875,180.3000030517578,177.33999633789062,179.36000061035156,178.44686889648438,58953100
179.49000549316406,180.1300048828125,174.82000732421875,176.3000030517578,175.40245056152344,90370200
176.50999450683594,177.3000030517578,173.97999572753906,174.2100067138672,173.32308959960938,84267900
174.0,176.10000610351562,173.5800018310547,175.74000549316406,174.84530639648438,60895800
176.47999572753906,176.5,173.82000732421875,175.00999450683594,174.11900329589844,109205100
176.47999572753906,179.3800048828125,176.1699981689453,177.97000122070312,177.06393432617188,67257600
177.52000427246094,179.6300048828125,177.1300048828125,179.07000732421875,178.15834045410156,51826900
179.25999450683594,179.6999969482422,175.39999389648438,175.49000549316406,174.59657287597656,58436200
174.5500030517578,176.3000030517578,173.86000061035156,173.92999267578125,173.0445098876953,63047900
174.6699981689453,177.0800018310547,174.0500030517578,174.7899932861328,173.90011596679688,56725400
174.1999969482422,176.97000122070312,174.14999389648438,176.0800018310547,175.18356323242188,46172700
174.82000732421875,175.1999969482422,171.66000366210938,171.9600067138672,171.08453369140625,64588900
172.6199951171875,173.0399932861328,169.0500030517578,170.42999267578125,169.56231689453125,66921800
169.33999633789062,172.02999877929688,167.6199951171875,170.69000244140625,169.82101440429688,56294400
172.02000427246094,173.07000732421875,170.33999633789062,171.2100067138672,170.33837890625,51814200
171.22000122070312,174.3000030517578,170.92999267578125,173.75,172.8654327392578,52164500
172.25999450683594,173.6300048828125,170.82000732421875,172.39999389648438,171.52230834960938,49594600
171.08999633789062,174.2100067138672,170.97000122070312,173.66000366210938,172.77590942382812,53020300
173.7899932861328,175.4499969482422,172.67999267578125,174.91000366210938,174.01953125,48527900
173.8000030517578,177.99000549316406,173.17999267578125,177.49000549316406,176.58641052246094,57224100
176.80999755859375,179.0500030517578,175.8000030517578,178.99000549316406,178.07875061035156,42390800
178.10000610351562,179.72000122070312,177.9499969482422,178.38999938964844,177.4818115234375,43698000
178.1999969482422,179.85000610351562,177.60000610351562,179.8000030517578,178.88461303710938,47551100
180.07000732421875,182.33999633789062,179.0399932861328,180.7100067138672,179.79000854492188,56743100
181.4199981689453,181.92999267578125,178.13999938964844,178.85000610351562,177.939453125,51427100
176.75,179.0800018310547,176.50999450683594,178.72000122070312,177.8101348876953,52517000
176.64999389648438,178.4199981689453,174.8000030517578,177.14999389648438,176.24810791015625,57549400
175.5800018310547,177.5800018310547,175.11000061035156,175.83999633789062,174.9447784423828,54764400
176.0399932861328,177.83999633789062,175.19000244140625,175.4600067138672,174.56674194335938,59302900
175.30999755859375,175.4199981689453,172.63999938964844,172.8800048828125,171.9998779296875,64189300
170.91000366210938,174.00999450683594,169.92999267578125,173.0,172.1192626953125,55980100
173.0500030517578,173.6699981689453,171.4499969482422,173.44000244140625,172.5570068359375,43816600
171.8800048828125,173.05999755859375,170.64999389648438,171.10000610351562,170.22894287109375,57157000
170.3699951171875,171.3800048828125,165.6699981689453,166.88999938964844,166.04037475585938,70625300
166.91000366210938,168.9600067138672,166.8300018310547,168.22000122070312,167.36358642578125,58499100
169.02000427246094,171.1699981689453,168.8699951171875,170.2899932861328,169.4230194091797,51131000
169.35000610351562,170.89999389648438,167.89999389648438,170.77000427246094,169.90060424804688,44846000
171.0,174.22999572753906,170.1199951171875,173.97000122070312,173.0843048095703,56934900
175.52000427246094,177.77999877929688,175.4600067138672,177.57000732421875,176.66600036621094,77334800
174.24000549316406,176.82000732421875,173.35000610351562,176.64999389648438,175.7506561279297,79763700
176.3800048828125,179.42999267578125,176.2100067138672,179.22999572753906,178.31753540039062,63841300
179.17999267578125,182.44000244140625,178.97000122070312,181.82000732421875,180.89434814453125,70530000
182.35000610351562,183.4499969482422,181.58999633789062,182.88999938964844,181.95889282226562,49340300
182.9600067138672,184.1199951171875,181.80999755859375,182.41000366210938,181.48133850097656,53763500
183.97000122070312,186.57000732421875,183.52999877929688,186.39999389648438,185.69534301757812,66133400
185.82000732421875,186.02999877929688,184.2100067138672,184.8000030517578,184.1013946533203,43627500
187.6999969482422,188.11000061035156,186.3000030517578,187.44000244140625,186.73141479492188,60108400
